"","SAMPLE_ID","code1","code2","code3","num1","num2","Gene_Symbol","Gene_symbol2","description","Score","Expected","Template_length","Template_Identity","Template_Coverage","Query_Identity","Query_Coverage","Depth","q_value","p_value","readCount","fragmentCount","mapScoreSum","refCoveredPositions","refConsensusSum","bpTotal","depthVariance","nucHighDepthVariance","depthMax","snpSum","insertSum","deletionSum","readCountAln","fragmentCountAln","template_length_kb","percent_rooted_reads","number_rooted_reads","number_taxon_reads","taxon_rank","taxon_symbol","taxon","Template_Coverage_2","Query_Identity_2"
"636","HUMO681","490469169","WP_004339683.1","NG_047634.1","1","1","cfxA_fam","cfxA_fam","CfxA_family_broad-spectrum_class_A_beta-lactamase NG_047634.1:44-1009","   20447","     658","     966","   95.76","   95.86","   99.89","  104.32","   19.22","18554.26","1.0e-26",271,"176","18428","926","925","18566","108.519124","0","42","42","0","2","149","75",0.966,42.64,2831934,23398,"D",2,"    Bacteria",95.86,99.89
"637","HUMO681","501268986","WP_012312004.1","NG_048097.1","1","1","sul1","sul1","sulfonamide-resistant_dihydropteroate_synthase_Sul1 NG_048097.1:101-940","    2230","     574","     840","   69.05","   69.05","  100.00","  144.83","    1.80","  977.22","1.0e-26",57,"45","1505","580","580","1508","3.005692","0","6","1","0","0","14","8",0.84,42.64,2831934,23398,"D",2,"    Bacteria",69.05,100
"638","HUMO681","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   80808","    1292","    1920","   99.17","   99.38","   99.79","  100.63","   40.01","77011.31","1.0e-26",933,"587","76072","1908","1904","76817","746.745234","0","108","219","12","16","641","337",1.92,42.64,2831934,23398,"D",2,"    Bacteria",99.38,99.79
"639","HUMO681","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","   13850","     833","    1221","   99.92","  100.00","   99.92","  100.00","   10.24","11539.53","1.0e-26",204,"142","12416","1221","1220","12506","17.715186","3","23","30","0","0","114","62",1.221,42.64,2831934,23398,"D",2,"    Bacteria",100,99.92
"640","HUMO681","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","    2785","     835","    1221","   77.56","   77.56","  100.00","  128.93","    2.17"," 1050.35","1.0e-26",24,"13","2642","947","947","2645","4.112408","0","8","1","0","0","20","10",1.221,42.64,2831934,23398,"D",2,"    Bacteria",77.56,100
"641","HUMO681","914626309","WP_050618045.1","NG_048303.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048303.1:1-1920","    7664","    1311","    1920","   60.94","   60.94","  100.00","  164.10","    3.84"," 4495.20","1.0e-26",75,"45","7358","1170","1170","7373","20.883287","0","16","5","0","0","56","28",1.92,42.64,2831934,23398,"D",2,"    Bacteria",60.94,100
"642","HUMO749","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  141890","    1200","    1926","   99.84","  100.00","   99.84","  100.00","   74.67","138328.37","1.0e-26",1365,"794","140356","1926","1923","143809","331.414157","0","119","1114","27","8","1131","598",1.926,34.77,2030734,27124,"D",2,"    Bacteria",100,99.84
"643","HUMO749","1028100274","WP_063856409.1","NG_048272.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048272.1:101-2026","    3176","    1237","    1926","   64.80","   66.56","   97.35","  150.23","    1.69","  851.71","1.0e-26",55,"44","2922","1282","1248","3261","2.8804","0","6","113","0","0","25","16",1.926,34.77,2030734,27124,"D",2,"    Bacteria",66.56,97.35
"644","HUMO749","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   91839","     606","     963","   99.79","  100.00","   99.79","  100.00","   94.70","90034.40","1.0e-26",864,"484","90191","963","961","91197","567.985326","0","141","299","1","28","760","400",0.963,34.77,2030734,27124,"D",2,"    Bacteria",100,99.79
"645","HUMO749","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","    3956","     317","     495","  100.00","  100.00","  100.00","  100.00","    5.61"," 3096.96","1.0e-26",93,"74","2775","495","495","2775","3.584206","0","9","0","0","0","24","13",0.495,34.77,2030734,27124,"D",2,"    Bacteria",100,100
"646","HUMO749","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","   33028","    1229","    1926","   98.18","   98.96","   99.21","  101.05","   18.53","29516.37","1.0e-26",334,"201","33671","1906","1891","35693","89.282193","24","56","668","0","3","280","153",1.926,34.77,2030734,27124,"D",2,"    Bacteria",98.96,99.21
"647","HUMO749","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","  336115","    1145","    1920","  100.00","  100.00","  100.00","  100.00","  173.97","332693.12","1.0e-26",2941,"1570","333076","1920","1920","334029","2513.012315","0","324","292","1","12","2738","1405",1.92,34.77,2030734,27124,"D",2,"    Bacteria",100,100
"648","HUMO749","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   55998","    1219","    1920","  100.00","  100.00","  100.00","  100.00","   27.76","52443.49","1.0e-26",651,"411","52579","1920","1920","53304","80.112344","1","55","236","1","2","419","215",1.92,34.77,2030734,27124,"D",2,"    Bacteria",100,100
"649","HUMO749","489600961","WP_003505402.1","NG_048126.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048126.1:101-2020","   26138","    1227","    1920","   99.53","   99.53","  100.00","  100.47","   13.44","22676.15","1.0e-26",251,"149","25450","1911","1911","25811","29.014485","0","25","116","9","0","204","106",1.92,34.77,2030734,27124,"D",2,"    Bacteria",99.53,100
"650","HUMO749","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","    6621","    1236","    1926","   64.49","   69.26","   93.10","  144.38","    4.37"," 3690.14","1.0e-26",98,"76","7135","1334","1242","8419","27.315455","0","18","428","0","0","64","46",1.926,34.77,2030734,27124,"D",2,"    Bacteria",69.26,93.1
"651","HUMO749","490469169","WP_004339683.1","NG_047634.1","1","1","cfxA_fam","cfxA_fam","CfxA_family_broad-spectrum_class_A_beta-lactamase NG_047634.1:44-1009","   59719","     612","     966","   99.90","  100.00","   99.90","  100.00","   61.24","57904.96","1.0e-26",558,"314","58773","966","965","59160","689.744634","0","102","129","0","0","489","256",0.966,34.77,2030734,27124,"D",2,"    Bacteria",100,99.9
"652","HUMO749","493486205","WP_006440994.1","NG_048316.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048316.1:1-1263","   12488","     809","    1263","   93.43","   93.51","   99.92","  106.94","    7.04","10256.23","1.0e-26",285,"226","8864","1181","1180","8891","20.125115","0","17","9","0","0","71","39",1.263,34.77,2030734,27124,"D",2,"    Bacteria",93.51,99.92
"653","HUMO749","501454800","WP_012478245.1","NG_048319.1","1","1","tetB(P)","tetB(P)","tetracycline_resistance_ribosomal_protection_protein_TetB(P) NG_048319.1:101-2059","   14213","    1255","    1959","   88.72","   90.05","   98.53","  111.05","    3.83","10854.15","1.0e-26",500,"405","7067","1764","1738","7508","6.418112","0","10","147","0","0","59","32",1.959,34.77,2030734,27124,"D",2,"    Bacteria",90.05,98.53
"654","HUMO749","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   43477","    1222","    1920","   98.49","   98.54","   99.95","  101.48","   21.51","39942.44","1.0e-26",491,"303","41096","1892","1891","41300","183.365516","0","62","56","16","2","352","183",1.92,34.77,2030734,27124,"D",2,"    Bacteria",98.54,99.95
"655","HUMO749","545044099","WP_021418922.1","NG_048457.1","1","1","vanT-G","vanT-G","membrane-bound_serine_racemase_VanT-G NG_048457.1:101-2239","    7002","    1372","    2139","   60.96","   61.38","   99.31","  162.91","    1.09"," 3783.38","1.0e-26",304,"250","2293","1313","1304","2335","1.404413","0","4","14","0","0","18","9",2.139,34.77,2030734,27124,"D",2,"    Bacteria",61.38,99.31
"656","HUMO749","557680565","WP_023434793.1","NG_051537.1","1","1","rmtF2","rmtF","16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtF2 NG_051537.1:101-880","    2048","     501","     780","   60.26","   60.38","   99.79","  165.61","    1.13","  938.72","1.0e-26",79,"68","799","471","470","882","1.113669","0","4","21","8","0","6","3",0.78,34.77,2030734,27124,"D",2,"    Bacteria",60.38,99.79
"657","HUMO749","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","   10588","     783","    1221","  100.00","  100.00","  100.00","  100.00","    6.99"," 8454.57","1.0e-26",200,"148","8400","1221","1221","8534","9.311107","0","12","26","16","8","74","41",1.221,34.77,2030734,27124,"D",2,"    Bacteria",100,100
"658","HUMO749","765379712","WP_044666383.1","NG_048254.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048254.1:101-2020","   13061","    1230","    1920","   72.60","   72.66","   99.93","  137.63","    6.80"," 9792.62","1.0e-26",109,"62","12898","1395","1394","13059","82.072602","78","42","52","1","0","98","54",1.92,34.77,2030734,27124,"D",2,"    Bacteria",72.66,99.93
"659","HUMO752","1028100163","WP_063856393.1","NG_048229.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048229.1:4-1923","    7750","    1217","    1920","   80.26","   80.73","   99.42","  123.87","    2.58"," 4758.81","1.0e-26",212,"164","4886","1550","1541","4952","4.414566","19","9","22","0","0","38","20",1.92,38.63,2753088,25280,"D",2,"    Bacteria",80.73,99.42
"660","HUMO752","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","   10069","    1216","    1920","   65.26","   65.36","   99.84","  152.99","    5.17"," 6943.30","1.0e-26",88,"55","9843","1255","1253","9927","52.846514","115","32","28","0","0","74","42",1.92,38.63,2753088,25280,"D",2,"    Bacteria",65.36,99.84
"661","HUMO752","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  160264","    1181","    1926","   98.49","  100.00","   98.49","  100.00","   85.21","156755.53","1.0e-26",1511,"858","159530","1926","1897","164115","1487.558586","0","175","1469","26","26","1307","684",1.926,38.63,2753088,25280,"D",2,"    Bacteria",100,98.49
"662","HUMO752","1028100648","WP_063856783.1","NG_048502.1","1","1","vanXY-G2","vanXY-G2","D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-G2 NG_048502.1:101-865","    3000","     485","     765","   67.97","   70.33","   96.65","  142.19","    1.35"," 1814.01","1.0e-26",128,"105","968","538","520","1036","1.363397","0","4","18","2","2","7","4",0.765,38.63,2753088,25280,"D",2,"    Bacteria",70.33,96.65
"663","HUMO752","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","   11978","     313","     495","  100.00","  100.00","  100.00","  100.00","   22.09","11069.42","1.0e-26",157,"108","10904","495","495","10934","56.553715","0","34","10","0","0","92","50",0.495,38.63,2753088,25280,"D",2,"    Bacteria",100,100
"664","HUMO752","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","  137008","    1187","    1926","   99.53","  100.00","   99.53","  100.00","   75.50","133487.36","1.0e-26",1209,"657","140252","1926","1917","145417","656.659134","25","173","1698","13","9","1135","600",1.926,38.63,2753088,25280,"D",2,"    Bacteria",100,99.53
"665","HUMO752","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","   71567","    1200","    1920","  100.00","  100.00","  100.00","  100.00","   35.64","68044.27","1.0e-26",779,"475","68160","1920","1920","68424","64.917552","0","56","79","3","2","571","292",1.92,38.63,2753088,25280,"D",2,"    Bacteria",100,100
"666","HUMO752","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   21394","    1213","    1920","   79.79","   79.79","  100.00","  125.33","   10.33","18013.13","1.0e-26",260,"162","19793","1532","1532","19829","51.177571","0","27","12","0","0","162","82",1.92,38.63,2753088,25280,"D",2,"    Bacteria",79.79,100
"667","HUMO752","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   14595","    1219","    1926","   67.34","   70.30","   95.79","  142.25","    9.84","11312.80","1.0e-26",168,"113","16328","1354","1297","18953","176.710314","18","53","873","0","1","144","92",1.926,38.63,2753088,25280,"D",2,"    Bacteria",70.3,95.79
"668","HUMO752","490469169","WP_004339683.1","NG_047634.1","1","1","cfxA_fam","cfxA_fam","CfxA_family_broad-spectrum_class_A_beta-lactamase NG_047634.1:44-1009","    2702","     613","     966","   64.39","   64.39","  100.00","  155.31","    1.36"," 1316.23","1.0e-26",92,"74","1315","622","622","1315","1.847735","0","5","0","0","0","10","5",0.966,38.63,2753088,25280,"D",2,"    Bacteria",64.39,100
"669","HUMO752","496540878","WP_009247026.1","NG_048141.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048141.1:101-1321","    2567","     775","    1221","   65.68","   65.85","   99.75","  151.87","    2.05","  960.87","1.0e-26",26,"16","2476","804","802","2506","7.30274","24","11","10","0","0","20","10",1.221,38.63,2753088,25280,"D",2,"    Bacteria",65.85,99.75
"670","HUMO752","501454800","WP_012478245.1","NG_048319.1","1","1","tetB(P)","tetB(P)","tetracycline_resistance_ribosomal_protection_protein_TetB(P) NG_048319.1:101-2059","   11198","    1241","    1959","   84.69","   86.06","   98.40","  116.19","    2.57"," 7969.68","1.0e-26",433,"347","4800","1686","1659","5040","3.501472","0","8","80","0","0","40","20",1.959,38.63,2753088,25280,"D",2,"    Bacteria",86.06,98.4
"671","HUMO752","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   89686","    1195","    1920","   99.90","  100.00","   99.90","  100.00","   45.37","86161.27","1.0e-26",899,"541","86513","1920","1918","87105","498.961528","0","93","188","0","6","701","368",1.92,38.63,2753088,25280,"D",2,"    Bacteria",100,99.9
"672","HUMO752","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","    3059","     774","    1221","   83.29","   83.46","   99.80","  119.82","    2.46"," 1360.74","1.0e-26",27,"16","2990","1019","1017","3008","5.436223","7","10","6","0","0","23","13",1.221,38.63,2753088,25280,"D",2,"    Bacteria",83.46,99.8
"673","HUMO752","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","   15153","     772","    1221","  100.00","  100.00","  100.00","  100.00","   10.54","12984.33","1.0e-26",253,"181","12806","1221","1221","12875","14.577246","0","21","23","0","0","109","57",1.221,38.63,2753088,25280,"D",2,"    Bacteria",100,100
"674","HUMO756","1028099868","WP_063856115.1","NG_048222.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048222.1:26-1945","   15487","    1291","    1920","   85.83","   85.89","   99.94","  116.43","    5.53","12010.34","1.0e-26",381,"294","10544","1649","1648","10616","15.523108","0","14","24","0","0","87","45",1.92,32.04,2325131,26254,"D",2,"    Bacteria",85.89,99.94
"675","HUMO756","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  100647","    1272","    1926","   98.91","  100.16","   98.76","   99.84","   54.17","96891.64","1.0e-26",892,"504","101222","1929","1905","104322","858.000776","0","134","1013","15","5","814","435",1.926,32.04,2325131,26254,"D",2,"    Bacteria",100.16,98.76
"676","HUMO756","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   75630","     639","     963","   99.90","  100.00","   99.90","  100.00","   75.64","73732.34","1.0e-26",804,"483","72242","963","962","72844","411.392645","0","119","202","0","0","593","310",0.963,32.04,2325131,26254,"D",2,"    Bacteria",100,99.9
"677","HUMO756","447178612","WP_001255868.1","NG_047378.1","1","1","aadE","aadE","aminoglycoside_6-adenylyltransferase_AadE NG_047378.1:28-894","    5103","     584","     867","   93.08","   93.08","  100.00","  107.43","    2.29"," 3590.21","1.0e-26",200,"169","1982","807","807","1982","1.865122","0","6","0","0","0","16","9",0.867,32.04,2325131,26254,"D",2,"    Bacteria",93.08,100
"678","HUMO756","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","   14501","     332","     495","  100.00","  100.00","  100.00","  100.00","   27.16","13532.06","1.0e-26",186,"121","13401","495","495","13445","169.113274","0","52","13","1","0","118","63",0.495,32.04,2325131,26254,"D",2,"    Bacteria",100,100
"679","HUMO756","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","  203405","    1245","    1926","  100.00","  100.00","  100.00","  100.00","  108.65","199697.71","1.0e-26",1977,"1140","203231","1926","1926","209268","2406.705971","86","298","1890","15","108","1698","905",1.926,32.04,2325131,26254,"D",2,"    Bacteria",100,100
"680","HUMO756","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","   68075","    1277","    1920","  100.00","  100.00","  100.00","  100.00","   34.55","64336.38","1.0e-26",688,"396","66133","1920","1920","66340","118.495204","0","63","69","0","0","562","289",1.92,32.04,2325131,26254,"D",2,"    Bacteria",100,100
"681","HUMO756","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   26145","    1288","    1920","   91.82","   91.88","   99.94","  108.84","   12.54","22521.27","1.0e-26",335,"213","23928","1764","1763","24086","68.013619","0","30","38","4","4","203","104",1.92,32.04,2325131,26254,"D",2,"    Bacteria",91.88,99.94
"682","HUMO756","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   13242","    1296","    1926","   68.95","   72.38","   95.27","  138.16","    9.48"," 9816.02","1.0e-26",195,"128","15341","1394","1328","18267","197.12307","64","63","970","0","4","149","93",1.926,32.04,2325131,26254,"D",2,"    Bacteria",72.38,95.27
"683","HUMO756","493486205","WP_006440994.1","NG_048316.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048316.1:1-1263","    7644","     850","    1263","   66.27","   66.35","   99.88","  150.72","    1.74"," 5432.47","1.0e-26",334,"284","2180","838","837","2201","2.303539","0","6","7","0","0","17","9",1.263,32.04,2325131,26254,"D",2,"    Bacteria",66.35,99.88
"684","HUMO756","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","  106916","    1267","    1920","   99.22","   99.32","   99.90","  100.68","   53.44","103173.28","1.0e-26",1188,"743","101850","1907","1905","102598","889.073046","0","106","244","3","1","874","465",1.92,32.04,2325131,26254,"D",2,"    Bacteria",99.32,99.9
"685","HUMO756","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","   13236","     821","    1221","   99.84","  100.00","   99.84","  100.00","    9.28","10963.38","1.0e-26",229,"165","11220","1221","1219","11332","19.405934","0","20","32","0","6","107","61",1.221,32.04,2325131,26254,"D",2,"    Bacteria",100,99.84
"686","HUMO756","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","    1957","     823","    1221","   77.40","   78.71","   98.34","  127.06","    1.57","  462.14","1.0e-26",19,"10","1776","961","945","1912","1.551141","0","4","19","30","0","14","7",1.221,32.04,2325131,26254,"D",2,"    Bacteria",78.71,98.34
"687","HUMO767","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","   46918","    1087","    1926","   93.61","   94.81","   98.74","  105.48","   24.64","43752.83","1.0e-26",437,"265","46315","1826","1803","47450","271.563648","0","72","379","0","0","356","194",1.926,39.28,2551833,20975,"D",2,"    Bacteria",94.81,98.74
"688","HUMO767","1028110624","WP_063864902.1","NG_050247.1","1","1","blaTEM-214","blaTEM","class_A_beta-lactamase_TEM-214 NG_050247.1:1-861","    4332","     491","     861","   91.29","   91.29","  100.00","  109.54","    3.75"," 3058.28","1.0e-26",93,"70","3226","786","786","3226","3.62695","0","9","0","0","0","26","13",0.861,39.28,2551833,20975,"D",2,"    Bacteria",91.29,100
"689","HUMO767","446614390","WP_000691736.1","NG_048223.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048223.1:13-1932","   11938","    1093","    1920","   90.94","   90.99","   99.94","  109.90","    4.73"," 9023.97","1.0e-26",245,"185","9055","1747","1746","9085","9.702532","0","14","8","0","1","71","37",1.92,39.28,2551833,20975,"D",2,"    Bacteria",90.99,99.94
"690","HUMO767","446726750","WP_000804063.1","NG_048153.1","1","1","tet(A)","tet(A)","tetracycline_efflux_MFS_transporter_Tet(A) NG_048153.1:101-1300","    4311","     684","    1200","   87.25","   87.33","   99.90","  114.50","    1.93"," 2632.13","1.0e-26",137,"116","2304","1048","1047","2316","1.1301","0","4","4","0","0","16","8",1.2,39.28,2551833,20975,"D",2,"    Bacteria",87.33,99.9
"691","HUMO767","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","    3872","     282","     495","  100.00","  100.20","   99.80","   99.80","    5.90"," 3101.41","1.0e-26",84,"67","2902","496","495","2920","9.440302","0","10","4","1","0","26","15",0.495,39.28,2551833,20975,"D",2,"    Bacteria",100.2,99.8
"692","HUMO767","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","   58174","    1084","    1926","   98.96","  100.00","   98.96","  100.00","   31.41","54998.58","1.0e-26",682,"428","57526","1926","1906","60499","308.374089","62","91","991","0","0","489","268",1.926,39.28,2551833,20975,"D",2,"    Bacteria",100,98.96
"693","HUMO767","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","   11690","    1093","    1920","   92.08","   92.08","  100.00","  108.60","    5.78"," 8782.94","1.0e-26",117,"69","11075","1768","1768","11105","14.275677","0","15","8","0","1","84","44",1.92,39.28,2551833,20975,"D",2,"    Bacteria",92.08,100
"694","HUMO767","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","    9730","    1094","    1920","   81.61","   81.72","   99.87","  122.37","    4.15"," 6889.58","1.0e-26",181,"127","7853","1569","1567","7973","10.057441","0","11","36","0","2","64","32",1.92,39.28,2551833,20975,"D",2,"    Bacteria",81.72,99.87
"695","HUMO767","493486205","WP_006440994.1","NG_048316.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048316.1:1-1263","   11999","     719","    1263","   97.31","   97.47","   99.84","  102.60","    6.71","10003.57","1.0e-26",280,"216","8463","1231","1229","8478","30.925313","0","22","5","0","0","68","36",1.263,39.28,2551833,20975,"D",2,"    Bacteria",97.47,99.84
"696","HUMO767","501454800","WP_012478245.1","NG_048319.1","1","1","tetB(P)","tetB(P)","tetracycline_resistance_ribosomal_protection_protein_TetB(P) NG_048319.1:101-2059","   18282","    1114","    1959","   98.26","   99.80","   98.47","  100.20","    6.29","15195.27","1.0e-26",526,"411","11644","1955","1925","12319","16.689151","30","22","225","0","0","96","49",1.959,39.28,2551833,20975,"D",2,"    Bacteria",99.8,98.47
"697","HUMO767","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   71382","    1078","    1920","   98.39","   98.65","   99.74","  101.37","   36.01","68211.85","1.0e-26",746,"454","68602","1894","1889","69148","292.572704","0","72","182","0","0","569","303",1.92,39.28,2551833,20975,"D",2,"    Bacteria",98.65,99.74
"698","HUMO767","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","    9029","     695","    1221","  100.00","  100.00","  100.00","  100.00","    5.90"," 7140.32","1.0e-26",175,"125","7155","1221","1221","7204","6.234079","0","12","14","3","0","62","33",1.221,39.28,2551833,20975,"D",2,"    Bacteria",100,100
"699","HUMO767","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","    1927","     697","    1221","   71.91","   72.07","   99.77","  138.75","    1.54","  576.38","1.0e-26",14,"8","1868","880","878","1886","3.388057","1","8","6","0","0","13","7",1.221,39.28,2551833,20975,"D",2,"    Bacteria",72.07,99.77
"700","HUMO775","1028099868","WP_063856115.1","NG_048222.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048222.1:26-1945","    8454","    1518","    1920","   60.47","   60.57","   99.83","  165.09","    1.80"," 4824.04","1.0e-26",327,"269","3442","1163","1161","3451","3.656347","2","8","3","0","0","28","14",1.92,32.9,2750592,35057,"D",2,"    Bacteria",60.57,99.83
"701","HUMO775","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","    6542","    1518","    1920","   61.04","   61.46","   99.32","  162.71","    3.17"," 3130.52","1.0e-26",79,"52","6015","1180","1172","6081","30.609028","72","27","22","0","0","46","27",1.92,32.9,2750592,35057,"D",2,"    Bacteria",61.46,99.32
