#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_1093_length_10744_cov_38.068201	cds	5065	6984	+	GLKGHP_00050	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, RefSeq:WP_002596250.1, SO:0001217, UniParc:UPI00004C7329, UniRef:UniRef100_A0A6G6ASX1, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_1093_length_10744_cov_38.068201	cds	7036	7209	+	GLKGHP_00055		Conjugal transfer protein	"RefSeq:WP_008724758.1, SO:0001217, UniParc:UPI0001A5D517, UniRef:UniRef100_A0A6G6ASS9, UniRef:UniRef50_D9R2S4, UniRef:UniRef90_A0A2I5KFN8"
NODE_1093_length_10744_cov_38.068201	cds	7378	7506	+	GLKGHP_00060		Mobile element protein	"SO:0001217, UniParc:UPI0001653168, UniRef:UniRef100_A0A6G6AUB4, UniRef:UniRef50_A0A4P8I9X7, UniRef:UniRef90_A0A4P8I9X7"
NODE_1093_length_10744_cov_38.068201	cds	7700	8209	+	GLKGHP_00065	fliA	DNA-directed RNA polymerase specialized sigma subunit	"COG:COG1191, COG:K, RefSeq:WP_002596252.1, SO:0001217, UniParc:UPI0001978C78, UniRef:UniRef100_A0A6G6AT50, UniRef:UniRef50_A0A7U9NJ86, UniRef:UniRef90_A0A142BVU6"
NODE_1093_length_10744_cov_38.068201	cds	8305	8736	+	GLKGHP_00070		Sigma-70 family RNA polymerase sigma factor	"RefSeq:WP_002596253.1, SO:0001217, UniParc:UPI0001978C79, UniRef:UniRef100_B0MEZ9, UniRef:UniRef50_R9KH83, UniRef:UniRef90_A8RVQ2"
NODE_1093_length_10744_cov_38.068201	cds	8813	9286	+	GLKGHP_00075		Sigma70-r4-2 domain-containing protein	"RefSeq:WP_002596254.1, SO:0001217, UniParc:UPI000219D8ED, UniRef:UniRef100_A0A6G6AU36, UniRef:UniRef50_F3AUS2, UniRef:UniRef90_F8K849"
NODE_1093_length_10744_cov_38.068201	cds	9442	10473	+	GLKGHP_00080	repA	RecA-family ATPase	"COG:COG3598, COG:L, RefSeq:WP_002596255.1, SO:0001217, UniParc:UPI00016530A3, UniRef:UniRef100_A0A6G6ATQ7, UniRef:UniRef50_R9NDS7, UniRef:UniRef90_R9KPA6"
NODE_1903_length_7035_cov_6.675501	cds	1	2163	+	GLKGHP_00085		DUF87 domain-containing protein	"SO:0001217, UniRef:UniRef50_F7UX72"
NODE_1903_length_7035_cov_6.675501	cds	2177	2578	+	GLKGHP_00090		Phage protein	"SO:0001217, UniRef:UniRef50_V8CFL7, UniRef:UniRef90_V8CFL7"
NODE_1903_length_7035_cov_6.675501	cds	2585	3352	+	GLKGHP_00095	srtB	class B sortase	"COG:COG4509, COG:S, SO:0001217, UniRef:UniRef50_B7ARN6, UniRef:UniRef90_B7ARN6"
NODE_1903_length_7035_cov_6.675501	cds	3392	5095	+	GLKGHP_00100		Peptidase C51 domain-containing protein	"RefSeq:WP_161209641.1, SO:0001217, UniParc:UPI001368653B, UniRef:UniRef100_A0A6L8TF31, UniRef:UniRef50_B0NGL1, UniRef:UniRef90_B7ARN8"
NODE_1903_length_7035_cov_6.675501	cds	5160	5612	-	GLKGHP_00105		DUF5063 domain-containing protein	"SO:0001217, UniRef:UniRef50_B7ARN9, UniRef:UniRef90_B7ARN9"
NODE_1903_length_7035_cov_6.675501	ncRNA	5747	5911	+	GLKGHP_00110	sRNA_0030	Enterococcus sRNA 30	"RFAM:RF02864, SO:0000655"
NODE_1903_length_7035_cov_6.675501	sorf	5865	5951	+	GLKGHP_00115		tetracycline resistance determinant leader peptide	"RefSeq:WP_011058339.1, SO:0001217, UniParc:UPI00000E29F7, UniRef:UniRef100_Q06SL5, UniRef:UniRef50_A0A7Y0YRY5, UniRef:UniRef90_Q06SL5"
NODE_19557_length_1004_cov_13.102213	cds	454	948	+	GLKGHP_00120	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_235_length_29054_cov_8.713852	cds	397	1686	+	GLKGHP_00125		"Site-specific recombinase, phage integrase family"	"SO:0001217, UniRef:UniRef50_A0A379DZW9, UniRef:UniRef90_E0NQY3"
NODE_235_length_29054_cov_8.713852	cds	1714	2181	+	GLKGHP_00130		DUF1896 domain-containing protein	"RefSeq:WP_021584772.1, SO:0001217, UniParc:UPI0003AD251F, UniRef:UniRef100_U2L176, UniRef:UniRef50_Q7MW33, UniRef:UniRef90_E0NQY2"
NODE_235_length_29054_cov_8.713852	cds	2277	2669	+	GLKGHP_00135		AI-2E family transporter	"SO:0001217, UniRef:UniRef50_U2KI08, UniRef:UniRef90_U2KI08"
NODE_235_length_29054_cov_8.713852	cds	2695	2808	-	GLKGHP_00140		hypothetical protein	"SO:0001217, UniParc:UPI0002FE67D0, UniRef:UniRef100_E0NQY0, UniRef:UniRef50_E0NQY0, UniRef:UniRef90_E0NQY0"
NODE_235_length_29054_cov_8.713852	cds	3028	3459	+	GLKGHP_00145		Molybdenum ABC transporter ATP-binding protein	"RefSeq:WP_006948377.1, SO:0001217, UniParc:UPI0001E0A673, UniRef:UniRef100_E0NQX9, UniRef:UniRef50_U2LL38, UniRef:UniRef90_E0NQX9"
NODE_235_length_29054_cov_8.713852	cds	3466	3882	+	GLKGHP_00150		PcfK-like protein	"RefSeq:WP_021584784.1, SO:0001217, UniParc:UPI0003AD6B6D, UniRef:UniRef100_U2L191, UniRef:UniRef50_A0A060RDV0, UniRef:UniRef90_A0A133QC43"
NODE_235_length_29054_cov_8.713852	cds	3895	4425	+	GLKGHP_00155	ardA	Antirestriction protein ArdA	"RefSeq:WP_004380965.1, SO:0001217, UniParc:UPI000222F68F, UniRef:UniRef100_A0A096BMD4, UniRef:UniRef50_H1HJP1, UniRef:UniRef90_L9PYM5"
NODE_235_length_29054_cov_8.713852	cds	4443	5714	+	GLKGHP_00160		PcfJ-like protein	"RefSeq:WP_021584777.1, SO:0001217, UniParc:UPI0003AD273D, UniRef:UniRef100_U2L0Q4, UniRef:UniRef50_V8CLL5, UniRef:UniRef90_E6MTH9"
NODE_235_length_29054_cov_8.713852	cds	5736	5990	+	GLKGHP_00165		Acetyltransferase	"RefSeq:WP_004378742.1, SO:0001217, UniParc:UPI0001DA9E50, UniRef:UniRef100_A0A096ABJ0, UniRef:UniRef50_G8UQV3, UniRef:UniRef90_G1WDI7"
NODE_235_length_29054_cov_8.713852	cds	5974	6216	-	GLKGHP_00170		(pseudo) Secreted protein	"SO:0001217, UniRef:UniRef50_E1GUJ0, UniRef:UniRef90_E1GUJ0"
NODE_235_length_29054_cov_8.713852	cds	6384	7352	-	GLKGHP_00175		DUF4238 domain-containing protein	"RefSeq:WP_024999446.1, SO:0001217, UniParc:UPI000468BEB5, UniRef:UniRef100_A0A2U0TY00, UniRef:UniRef50_U2L187, UniRef:UniRef90_U2L187"
NODE_235_length_29054_cov_8.713852	cds	7477	7983	-	GLKGHP_00180		Lysozyme	"SO:0001217, UniRef:UniRef50_A0A0A2EYH9, UniRef:UniRef90_H1Q178"
NODE_235_length_29054_cov_8.713852	cds	7995	8459	-	GLKGHP_00185		DUF3872 domain-containing protein	"SO:0001217, UniRef:UniRef50_G6AIR9, UniRef:UniRef90_G6AIR9"
NODE_235_length_29054_cov_8.713852	cds	8472	9062	-	GLKGHP_00190	traO	Conjugative transposon protein TraO	"SO:0001217, UniRef:UniRef50_D3IER1, UniRef:UniRef90_V8CL37"
NODE_235_length_29054_cov_8.713852	cds	9056	10006	-	GLKGHP_00195	traN	conjugative transposon protein TraN	"SO:0001217, UniRef:UniRef50_E1WW56, UniRef:UniRef90_A0A134B4J2"
NODE_235_length_29054_cov_8.713852	cds	10055	11374	-	GLKGHP_00200	traM	conjugative transposon protein TraM	"SO:0001217, UniRef:UniRef50_G5GAN6, UniRef:UniRef90_D9RWP6"
NODE_235_length_29054_cov_8.713852	cds	11630	12253	-	GLKGHP_00205	traK	conjugative transposon protein TraK	"SO:0001217, UniRef:UniRef50_F0S614, UniRef:UniRef90_G6AIS4"
NODE_235_length_29054_cov_8.713852	cds	12304	13341	-	GLKGHP_00210	traJ	conjugative transposon protein TraJ	"RefSeq:WP_004372732.1, SO:0001217, UniParc:UPI0001C15590, UniRef:UniRef100_A0A096AHE4, UniRef:UniRef50_A0A2R3MU44, UniRef:UniRef90_U2KLG4"
NODE_235_length_29054_cov_8.713852	cds	13389	14018	-	GLKGHP_00215	traI	Conjugative transposon protein TraI	"RefSeq:WP_004353763.1, SO:0001217, UniParc:UPI0001B92C3E, UniRef:UniRef100_A0A246ES31, UniRef:UniRef50_G5GAN2, UniRef:UniRef90_G5GAN2"
NODE_235_length_29054_cov_8.713852	cds	14046	16559	-	GLKGHP_00220	traC	Conjugal transfer ATP-binding protein TraC	"KEGG:K12063, SO:0001217, UniRef:UniRef50_D1W253, UniRef:UniRef90_A0A379E2C6"
NODE_235_length_29054_cov_8.713852	cds	16556	16891	-	GLKGHP_00225		DUF4133 domain-containing protein	"RefSeq:WP_025001630.1, SO:0001217, UniParc:UPI000468649E, UniRef:UniRef100_UPI000468649E, UniRef:UniRef50_S3BJX8, UniRef:UniRef90_G6AJF1"
NODE_235_length_29054_cov_8.713852	cds	16896	17198	-	GLKGHP_00230		DUF4134 domain-containing protein	"RefSeq:WP_004378854.1, SO:0001217, UniParc:UPI0001DAA024, UniRef:UniRef100_A0A2A6EP70, UniRef:UniRef50_A0A401M1H3, UniRef:UniRef90_A0A239RJE2"
NODE_235_length_29054_cov_8.713852	cds	17356	18132	-	GLKGHP_00235		Cilia- and flagella-associated protein 251-like	"SO:0001217, UniRef:UniRef50_E0NQV9, UniRef:UniRef90_E0NQV9"
NODE_235_length_29054_cov_8.713852	cds	18129	18647	-	GLKGHP_00240	traC	Conjugal transfer protein TraC	"RefSeq:WP_004378856.1, SO:0001217, UniParc:UPI0001DAA026, UniRef:UniRef100_U2M8R8, UniRef:UniRef50_A0A069QFC3, UniRef:UniRef90_E0NQV8"
NODE_235_length_29054_cov_8.713852	cds	18634	19437	-	GLKGHP_00245	traA	Conjugal transfer protein TraA	"RefSeq:WP_021584794.1, SO:0001217, UniParc:UPI0003ACF3FA, UniRef:UniRef100_U2MFR8, UniRef:UniRef50_G6AH30, UniRef:UniRef90_G1VGW3"
NODE_235_length_29054_cov_8.713852	cds	20027	20440	+	GLKGHP_00250		Mobilization protein	"RefSeq:WP_004338348.1, SO:0001217, UniParc:UPI0001C1C5FF, UniRef:UniRef100_A0A246ERT9, UniRef:UniRef50_E6MSD6, UniRef:UniRef90_D1PW52"
NODE_235_length_29054_cov_8.713852	cds	20447	21721	+	GLKGHP_00255		Relaxase	"SO:0001217, UniRef:UniRef50_G6AIT4"
NODE_235_length_29054_cov_8.713852	cds	21798	23801	+	GLKGHP_00260	traG	Conjugal transfer protein TraG	"RefSeq:WP_004338344.1, SO:0001217, UniParc:UPI0001C1C5FD, UniRef:UniRef100_A0A246ERZ8, UniRef:UniRef50_G5GAS3, UniRef:UniRef90_G5GAM2"
NODE_235_length_29054_cov_8.713852	cds	24012	24977	+	GLKGHP_00265	cfxA	CfxA family broad-spectrum class A beta-lactamase	"EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_004339683.1, RefSeq:WP_004339683.1, SO:0001217, UniParc:UPI00000B3D70, UniRef:UniRef100_A0A6I2NCD1, UniRef:UniRef50_P30899, UniRef:UniRef90_P30899"
NODE_235_length_29054_cov_8.713852	cds	25070	25669	-	GLKGHP_00270		hypothetical protein	
NODE_235_length_29054_cov_8.713852	cds	25755	26543	-	GLKGHP_00275	istB	IS21-like element helper ATPase IstB	"RefSeq:WP_004353655.1, SO:0001217, UniParc:UPI00017EF422, UniRef:UniRef100_A0A246EWU8, UniRef:UniRef50_G1VEX7, UniRef:UniRef90_G1VEX7"
NODE_235_length_29054_cov_8.713852	cds	26550	28130	-	GLKGHP_00280	istA	IS21 family transposase	"RefSeq:WP_004353653.1, SO:0001217, UniParc:UPI0001DAA0C5, UniRef:UniRef100_A0A246ERQ8, UniRef:UniRef50_A0A0H5Q7S8, UniRef:UniRef90_I4Z9U6"
NODE_235_length_29054_cov_8.713852	cds	28294	29001	-	GLKGHP_00285		hypothetical protein	PFAM:PF00512.28
NODE_2847_length_5105_cov_18.462178	cds	81	2000	+	GLKGHP_00290	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856417.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_2847_length_5105_cov_18.462178	cds	2051	2818	+	GLKGHP_00295	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	"COG:COG2226, COG:H, RefSeq:WP_002586626.1, SO:0001217, UniParc:UPI00005E61E8, UniRef:UniRef100_A0A087D0Y5, UniRef:UniRef50_B0N9K3, UniRef:UniRef90_B0N9K3"
NODE_2847_length_5105_cov_18.462178	cds	2990	3412	+	GLKGHP_00300		Sigma-70 family RNA polymerase sigma factor	"RefSeq:WP_014078529.1, SO:0001217, UniParc:UPI00005E61E9, UniRef:UniRef100_G2SZX4, UniRef:UniRef90_A0A2A6ZL80"
NODE_2847_length_5105_cov_18.462178	cds	3405	3617	+	GLKGHP_00305		Helix-turn-helix domain protein	"RefSeq:WP_002586615.1, SO:0001217, UniParc:UPI00019674A3, UniRef:UniRef100_A0A127T6H1, UniRef:UniRef50_K1U5L4, UniRef:UniRef90_A0A127T6H1"
NODE_2847_length_5105_cov_18.462178	cds	4139	4537	+	GLKGHP_00310	mobC	MobC domain-containing protein	"RefSeq:WP_072853772.1, SO:0001217, UniParc:UPI0009231495, UniRef:UniRef100_A0A7X1IC47, UniRef:UniRef50_R8W0G8, UniRef:UniRef90_R0AGV1"
NODE_3788_length_3956_cov_5.561651	cds	6	890	+	GLKGHP_00315	parA	ParA family protein	"SO:0001217, UniRef:UniRef50_C6CSN8, UniRef:UniRef90_UPI000D70FB46"
NODE_3788_length_3956_cov_5.561651	cds	892	1296	+	GLKGHP_00320		Rho-N domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2N1JQW5"
NODE_3788_length_3956_cov_5.561651	cds	1286	1420	+	GLKGHP_00325		hypothetical protein	
NODE_3788_length_3956_cov_5.561651	cds	2275	3537	+	GLKGHP_00330	tetA(P)	tetracycline efflux MFS transporter TetA(P)	"KEGG:K18214, NCBIProtein:WP_006440994.1, RefSeq:WP_006440994.1, SO:0001217, UniParc:UPI00000B6102, UniRef:UniRef100_A0A2U9ADC0, UniRef:UniRef50_T0MX37, UniRef:UniRef90_A0A2U9ADC0"
NODE_4228_length_3554_cov_4.942841	cds	5	1519	+	GLKGHP_00335	tetB(P)	tetracycline resistance ribosomal protection protein TetB(P)	NCBIProtein:WP_012478245.1
NODE_4228_length_3554_cov_4.942841	cds	1710	1988	+	GLKGHP_00340		XRE family transcriptional regulator	"RefSeq:WP_049039694.1, SO:0001217, UniParc:UPI0005DB0797, UniRef:UniRef100_A0A2U9AD56, UniRef:UniRef50_A0A2U9AD56, UniRef:UniRef90_A0A2U9AD56"
NODE_4228_length_3554_cov_4.942841	cds	2118	2243	+	GLKGHP_00345		Phage protein	"SO:0001217, UniParc:UPI0001836F01, UniRef:UniRef100_A0A2U9AD66, UniRef:UniRef50_A0A2U9AD66, UniRef:UniRef90_A0A2U9AD66"
NODE_4228_length_3554_cov_4.942841	cds	2496	2993	+	GLKGHP_00350		N-acetyltransferase domain-containing protein	"SO:0001217, UniRef:UniRef50_N9XWH9"
NODE_4228_length_3554_cov_4.942841	cds	3021	3419	+	GLKGHP_00355		Bleomycin resistance protein	"SO:0001217, UniRef:UniRef50_A0A7W3NBF5"
NODE_4342_length_3459_cov_12.833137	cds	82	2001	+	GLKGHP_00360	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, RefSeq:WP_002602099.1, SO:0001217, UniParc:UPI0001588750, UniRef:UniRef100_A3QT96, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_4342_length_3459_cov_12.833137	cds	2083	2427	+	GLKGHP_00365		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_741_length_14313_cov_15.850330	cds	71	1066	-	GLKGHP_00370	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_P30899, UniRef:UniRef90_A0A7K0B099"
NODE_741_length_14313_cov_15.850330	cds	1174	2460	+	GLKGHP_00375	tnp	IS1380 family transposase	"RefSeq:WP_106811463.1, SO:0001217, UniParc:UPI000D111069, UniRef:UniRef100_A0A5P0WVN0, UniRef:UniRef50_K5Z6E4, UniRef:UniRef90_Q03950"
NODE_741_length_14313_cov_15.850330	cds	3055	3684	+	GLKGHP_00380		"Transcriptional regulator, AbiEi antitoxin, Type IV TA system"	"RefSeq:WP_089543958.1, SO:0001217, UniParc:UPI00078E3969, UniRef:UniRef100_A0A6A7UJ88, UniRef:UniRef50_R6BW27, UniRef:UniRef90_R6BW27"
NODE_741_length_14313_cov_15.850330	cds	3653	4669	+	GLKGHP_00385		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	"KEGG:K09144, SO:0001217, UniRef:UniRef50_F3PR64, UniRef:UniRef90_A0A229I6F1"
NODE_741_length_14313_cov_15.850330	cds	4912	5817	+	GLKGHP_00390		Type IX secretion system membrane protein PorP/SprF	"SO:0001217, UniParc:UPI00033745A0, UniRef:UniRef100_R6X945, UniRef:UniRef50_F9DAY9, UniRef:UniRef90_R6X945"
NODE_741_length_14313_cov_15.850330	cds	5827	7293	+	GLKGHP_00395	gldK	Gliding motility-associated lipoprotein GldK	"SO:0001217, UniRef:UniRef50_A0A379E4I0, UniRef:UniRef90_A0A4Y8VNY0"
NODE_741_length_14313_cov_15.850330	cds	7341	8189	+	GLKGHP_00400	gldL	GldL family protein	"SO:0001217, UniRef:UniRef50_R6ANF0, UniRef:UniRef90_R6XF14"
NODE_741_length_14313_cov_15.850330	cds	8222	9778	+	GLKGHP_00405	gldM	Gliding motility protein GldM	"SO:0001217, UniRef:UniRef50_G5GD19, UniRef:UniRef90_A0A374C8G9"
NODE_741_length_14313_cov_15.850330	cds	9844	10884	+	GLKGHP_00410	gldN	GldN family protein	"SO:0001217, UniRef:UniRef50_D5EV00, UniRef:UniRef90_R6YP72"
NODE_741_length_14313_cov_15.850330	cds	10951	11658	+	GLKGHP_00415		Signal peptide YSIRK family	"SO:0001217, UniRef:UniRef50_F9D172, UniRef:UniRef90_R6X950"
NODE_741_length_14313_cov_15.850330	cds	11739	14012	+	GLKGHP_00420	priA	primosomal protein N'	"EC:5.6.2.4, KEGG:K04066, SO:0001217, UniRef:UniRef50_A0A1M5GHG0, UniRef:UniRef90_R6XM17"
NODE_741_length_14313_cov_15.850330	cds	14135	14287	-	GLKGHP_00425		hypothetical protein	
NODE_12205_length_1720_cov_52.434234	cds	7	1710	+	HCEBII_00005	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_002586627.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_14855_length_1481_cov_276.142356	cds	38	154	-	HCEBII_00010		(pseudo) hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI001A923D8A, UniRef:UniRef90_UPI001A923D8A"
NODE_14855_length_1481_cov_276.142356	cds	172	339	-	HCEBII_00015		hypothetical protein	
NODE_14855_length_1481_cov_276.142356	cds	614	1159	+	HCEBII_00020	cfxA6	broad-spectrum class A beta-lactamase CfxA6	NCBIProtein:WP_117664257.1
NODE_1809_length_7759_cov_5.432113	cds	472	3858	-	HCEBII_00025		Plug domain-containing protein	"RefSeq:WP_005801010.1, SO:0001217, UniParc:UPI00026904BE, UniRef:UniRef100_I9KLJ0, UniRef:UniRef50_R5RZK9, UniRef:UniRef90_F7LMZ9"
NODE_1809_length_7759_cov_5.432113	cds	3863	4042	+	HCEBII_00030		hypothetical protein	
NODE_1809_length_7759_cov_5.432113	cds	4032	4997	-	HCEBII_00035	fecR	FecR family protein	"RefSeq:WP_005785896.1, SO:0001217, UniParc:UPI000043E47D, UniRef:UniRef100_A0A642L0C4, UniRef:UniRef50_K1G4E1, UniRef:UniRef90_F7LMZ7"
NODE_1809_length_7759_cov_5.432113	cds	5292	5411	-	HCEBII_00040		hypothetical protein	
NODE_1809_length_7759_cov_5.432113	cds	5531	5755	-	HCEBII_00045		Glutamine amidotransferase type-2 domain-containing protein	"SO:0001217, UniParc:UPI00004E21AF, UniRef:UniRef100_A0A5C6L6E6, UniRef:UniRef50_A0A3E5IIH7, UniRef:UniRef90_A0A3E5IIH7"
NODE_1809_length_7759_cov_5.432113	cds	5851	6051	-	HCEBII_00050		hypothetical protein	
NODE_1809_length_7759_cov_5.432113	cds	6067	6711	+	HCEBII_00055	cepA	CepA family extended-spectrum class A beta-lactamase	"NCBIProtein:WP_005795628.1, SO:0001217, UniRef:UniRef50_A0A401LUF6"
NODE_1809_length_7759_cov_5.432113	cds	6895	7668	-	HCEBII_00060		"Arabinan endo-1,5-alpha-L-arabinosidase"	"SO:0001217, UniRef:UniRef50_A0A1B2N7V1"
NODE_1809_length_7759_cov_5.432113	cds	7665	7754	-	HCEBII_00065		hypothetical protein	
NODE_18805_length_1240_cov_21.432068	cds	136	342	-	HCEBII_00070		hypothetical protein	
NODE_18805_length_1240_cov_21.432068	cds	343	1080	+	HCEBII_00075	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_A0A1C5KRB3, UniRef:UniRef90_A0A1C5KRB3"
NODE_18805_length_1240_cov_21.432068	cds	1135	1239	-	HCEBII_00080		hypothetical protein	
NODE_4903_length_3483_cov_160.739498	cds	72	1997	+	HCEBII_00085	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)	"COG:COG0480, COG:J, NCBIProtein:WP_063856407.1, SO:0001217, UniRef:UniRef50_Q08425, UniRef:UniRef90_A0A6G0GL74"
NODE_4903_length_3483_cov_160.739498	tRNA	2266	2332	+	HCEBII_00090	trnT	tRNA-Thr(tgt)	SO:0000270
NODE_4903_length_3483_cov_160.739498	cds	2440	2853	-	HCEBII_00095		WYL domain-containing protein	"RefSeq:WP_094881979.1, SO:0001217, UniParc:UPI0006C068F2, UniRef:UniRef100_A0A174QRR0, UniRef:UniRef50_G5GB19, UniRef:UniRef90_D1P9C0"
NODE_4903_length_3483_cov_160.739498	cds	3021	3311	+	HCEBII_00100		hypothetical protein	
NODE_4903_length_3483_cov_160.739498	cds	3289	3453	-	HCEBII_00105		hypothetical protein	
NODE_5611_length_3125_cov_5.146906	cds	209	1009	-	HCEBII_00110	aadE	aminoglycoside 6-adenylyltransferase AadE	"EC:2.7.7.-, GO:0016779, GO:0046677, KEGG:K05593, NCBIProtein:WP_001255868.1, SO:0001217, UniRef:UniRef50_P0DTV9, UniRef:UniRef90_P0DTV9"
NODE_5611_length_3125_cov_5.146906	cds	1258	1716	-	HCEBII_00115	tag	3-methyladenine DNA glycosylase Tag	"COG:COG2818, COG:L, SO:0001217, UniRef:UniRef50_Q83EE1, UniRef:UniRef90_A0A564TGQ5"
NODE_5611_length_3125_cov_5.146906	cds	2226	2399	+	HCEBII_00120		hypothetical protein	
NODE_5611_length_3125_cov_5.146906	cds	2743	2973	-	HCEBII_00125		DUF3955 domain-containing protein	"SO:0001217, UniParc:UPI0001B2FC5E, UniRef:UniRef100_C7H8U7, UniRef:UniRef50_R9MPZ0, UniRef:UniRef90_C7H8U7"
NODE_13277_length_1662_cov_20.263223	cds	598	918	+	KAGGGF_00005		hypothetical protein	
NODE_244_length_23133_cov_6.318138	cds	445	654	-	KAGGGF_00010		PTS ascorbate transporter subunit IIC	"RefSeq:WP_117989646.1, SO:0001217, UniParc:UPI000E46912A, UniRef:UniRef100_A0A494ZY28, UniRef:UniRef50_A0A0D0RHK4, UniRef:UniRef90_R9JYC3"
NODE_244_length_23133_cov_6.318138	cds	657	1697	-	KAGGGF_00015		PHB domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1G3RKW5, UniRef:UniRef90_R6SB15"
NODE_244_length_23133_cov_6.318138	cds	1818	2723	-	KAGGGF_00020	araC	AraC family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A374C5R7, UniRef:UniRef90_A0A374C5R7"
NODE_244_length_23133_cov_6.318138	cds	2886	4940	+	KAGGGF_00025		Glycosyl hydrolase family 31	"SO:0001217, UniRef:UniRef50_A0A1Y4E154, UniRef:UniRef90_R5XGX7"
NODE_244_length_23133_cov_6.318138	cds	5391	6899	+	KAGGGF_00030	trpE	anthranilate synthase component I	"EC:4.1.3.27, KEGG:K01657, SO:0001217, UniRef:UniRef50_G2FR27, UniRef:UniRef90_R5XNB7"
NODE_244_length_23133_cov_6.318138	cds	6896	7462	+	KAGGGF_00035		Anthranilate synthase component II	"SO:0001217, UniRef:UniRef50_A0A166DTI2, UniRef:UniRef90_R5XEV6"
NODE_244_length_23133_cov_6.318138	cds	7480	8493	+	KAGGGF_00040		Anthranilate phosphoribosyltransferase	"SO:0001217, UniRef:UniRef50_A5UMC1, UniRef:UniRef90_R5YBX1"
NODE_244_length_23133_cov_6.318138	cds	8499	9302	+	KAGGGF_00045	trpC	indole-3-glycerol phosphate synthase TrpC	"SO:0001217, UniRef:UniRef50_A0A1Y4GFG9, UniRef:UniRef90_R5XYH9"
NODE_244_length_23133_cov_6.318138	cds	9299	9925	+	KAGGGF_00050		N-(5'-phosphoribosyl)anthranilate isomerase	"SO:0001217, UniRef:UniRef50_A0A1Y4NJK8, UniRef:UniRef90_R5XGX4"
NODE_244_length_23133_cov_6.318138	cds	9955	11139	+	KAGGGF_00055	trpB	tryptophan synthase subunit beta	"SO:0001217, UniRef:UniRef50_Q9K0B5, UniRef:UniRef90_R5XNB2"
NODE_244_length_23133_cov_6.318138	cds	11132	11911	+	KAGGGF_00060	trpA	tryptophan synthase subunit alpha	"SO:0001217, UniRef:UniRef50_A0A4Q7P3Z0, UniRef:UniRef90_R5XEV3"
NODE_244_length_23133_cov_6.318138	cds	11978	12595	-	KAGGGF_00065		HAD family hydrolase	"SO:0001217, UniRef:UniRef50_A0A1C5NEP2, UniRef:UniRef90_A0A374C358"
NODE_244_length_23133_cov_6.318138	cds	13032	13733	+	KAGGGF_00070		transposase family protein	"SO:0001217, UniRef:UniRef50_A0A173WNA8, UniRef:UniRef90_UPI00164A5225"
NODE_244_length_23133_cov_6.318138	cds	14132	15049	+	KAGGGF_00075		hypothetical protein	
NODE_244_length_23133_cov_6.318138	cds	15903	16472	-	KAGGGF_00080		hypothetical protein	
NODE_244_length_23133_cov_6.318138	cds	16876	17295	-	KAGGGF_00085		Sigma70-r4 domain-containing protein	"RefSeq:WP_010727158.1, SO:0001217, UniParc:UPI0003309FFB, UniRef:UniRef100_A0A455TSF3, UniRef:UniRef50_R9MQI4, UniRef:UniRef90_A0A6N4TI95"
